"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
22,1094,23.33,0.2,Maboundou KONÉ,16 MAY 1997,CIV,7,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1101
23,1124,23.34,0.0,Lisa MAYER,02 MAY 1996,GER,2,"McArthur Stadium, Potchefstroom (RSA)",30 JAN 2024,1100
24,1124,23.34,,Dejanea OAKLEY,07 APR 2004,JAM,1f5,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1145
25,1124,23.34,,Kiara BROWN,,USA,1f9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1145
26,1124,23.34,,Esperança CLADERA,14 MAY 2002,ESP,2sf3,"Pistas Expourense, Ourense (ESP) (i)",17 FEB 2024,1145
27,1124,23.34,,Esther NAVERO,30 JUL 2000,ESP,1f1,"Pistas Expourense, Ourense (ESP) (i)",18 FEB 2024,1145
28,1124,23.34,-0.5,Zenéy GELDENHUYS,22 MAY 2000,RSA,1,"Pilditch Stadium, Pretoria (RSA)",08 MAR 2024,1103
29,1124,23.34,0.2,Isabella WHITTAKER,15 FEB 2002,USA,1f6,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1100
30,1124,23.34,2.0,Odell FRYE,,USA,1f3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1100
31,1124,23.34,1.7,Cambrea STURGIS,27 MAR 1999,USA,5f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 APR 2024,1100
32,1124,23.34,1.3,Moforehan ABINUSAWA,03 OCT 2003,NGR,2,"Weaver Stadium, Princeton, NJ (USA)",05 MAY 2024,1100
33,1124,23.34,1.8,Rosemary CHUKWUMA,05 DEC 2001,NGR,2h4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1100
34,1124,23.34,1.0,Carmen MARCO,17 DEC 1999,ESP,3,"Pista atletismo Can Mises, Ibiza (ESP)",11 MAY 2024,1100
35,1124,23.34,1.2,Lia LOVE,,USA,5,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1100
36,1124,23.34,0.5,Esther NAVERO,30 JUL 2000,ESP,3,"Polideportivo Municipal, Andújar (ESP)",17 MAY 2024,1100
37,1124,23.34,0.1,Cynteria JAMES,07 SEP 2005,USA,3h3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1100
38,1124,23.34,1.7,Raykiyat OLUKOJU,29 JUL 2004,USA,5pr3,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1100
39,1124,23.34,1.1,Na'Asha ROBINSON,23 JAN 1997,USA,4,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1100
40,1124,23.34,0.2,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,7sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1100
41,1124,23.34,1.7,Yelizaveta CHERMOSHANSKAYA,17 AUG 2002,LTU,3,"Olympic Stadium, Cheboksary (RUS)",22 JUN 2024,1100
42,1124,23.34,0.9,Allie JONES,29 JUN 2000,USA,2ce1,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1100
43,1124,23.34,0.3,Destiny SMITH-BARNETT,26 JUL 1996,LBR,3sf2,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1100
44,1124,23.34,-1.4,Artemis Melina ANASTASIOU,13 AUG 2000,GRE,2f2,"Panthessaliko Stadium, Volos (GRE)",30 JUN 2024,1108
45,1124,23.34,1.4,Phil HEALY,19 NOV 1994,IRL,5f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1100
46,1124,23.34,-0.4,Mia GROSS,18 APR 2001,AUS,43,"Stade de France, Paris (FRA)",05 AUG 2024,1102
47,1124,23.34,-0.6,Shanoya Mikalia DOUGLAS,11 SEP 2007,JAM,2sf3,"Estadio Atlético de la VIDENA, Lima (PER)",29 AUG 2024,1103
48,1124,23.34,0.1,Lynna IRBY-JACKSON,06 DEC 1998,USA,5,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1100
49,1150,23.35,,Leah PHILLIPS,14 AUG 2002,USA,2f7,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1144
50,1150,23.35,,Léonie POINTET,17 FEB 2001,SUI,1f1,"Athletik Zentrum, St. Gallen (SUI) (i)",18 FEB 2024,1144
51,1150,23.35,,Marije VAN HUNENSTIJN,02 MAR 1995,NED,1h2,"Omnisport, Apeldoorn (NED) (i)",18 FEB 2024,1144
52,1150,23.35,,Kevona DAVIS,20 DEC 2001,JAM,3h4,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1144
53,1150,23.35,0.3,Maryam TOOSI,05 DEC 1988,IRI,1,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1099
54,1150,23.35,-0.6,Gina Mariam BASS BITTAYE,03 MAY 1995,GAM,1h5,"University of Ghana Sports Stadium, Accra (GHA)",21 MAR 2024,1102
55,1150,23.35,1.4,Cambrea STURGIS,27 MAR 1999,USA,1f1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",22 MAR 2024,1099
56,1150,23.35,1.1,Jaqual BUSH,,USA,1f4,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1099
57,1150,23.35,1.9,Aniyah BIGAM,2004,USA,1f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1099
58,1150,23.35,-0.9,Paula SEVILLA,28 JUN 1997,ESP,1,"Estadio de Larrabide, Pamplona (ESP)",13 APR 2024,1104
59,1150,23.35,0.2,Anthonique STRACHAN,22 AUG 1993,BAH,6,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1099
60,1150,23.35,-0.2,Kiah WILLIAMS,28 JUN 2002,USA,6,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1100
61,1150,23.35,0.9,Aysha SHAHEED,,USA,7,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1099
62,1150,23.35,1.1,Beyonce DEFREITAS,09 MAR 2001,IVB,2f1,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1099
63,1150,23.35,-1.3,Aleeya SIBBONS,05 NOV 2002,GBR,1f1,"Loughborough University Track, Loughborough (GBR)",19 MAY 2024,1106
64,1150,23.35,0.3,Naj WATSON,24 FEB 2004,USA,4h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1099
65,1150,23.35,0.3,Olayinka OLAJIDE,28 OCT 2002,NGR,1f1,"Yabatech Sport Complex, Lagos (NGR)",01 JUN 2024,1099
66,1150,23.35,0.7,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,4h2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1099
67,1150,23.35,1.7,Paula GARCÍA,10 NOV 1998,ESP,1f3,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1099
68,1150,23.35,1.0,Lorène Dorcas BAZOLO,04 MAY 1983,POR,1f4,"Estádio Cidade de Coimbra, Coimbra (POR)",30 JUN 2024,1099
69,1150,23.35,1.0,Margherita CASTELLANI,11 NOV 2008,ITA,2f1,Banská Bystrica (SVK),20 JUL 2024,1099
70,1150,23.35,0.6,Aimara NAZARENO,30 NOV 2001,ECU,51,"Stade de France, Paris (FRA)",05 AUG 2024,1099
71,1172,23.36,1.8,Kayla LA GRANGE,27 JUL 2004,RSA,1f1,"Pilditch Stadium, Pretoria (RSA)",27 JAN 2024,1098
72,1172,23.36,,Tahalia FAIRMAN,,USA,2f1,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",10 FEB 2024,1143
73,1172,23.36,,Rayniah JONES,28 SEP 2001,USA,1h2,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1143
74,1172,23.36,,Madeline WILSON,,USA,1f2,"The Podium, Spokane, WA (USA) (i)",24 FEB 2024,1143
75,1172,23.36,-0.6,Shirley NEKHUBUI,31 JUL 2000,RSA,2h5,"University of Ghana Sports Stadium, Accra (GHA)",21 MAR 2024,1101
76,1172,23.36,0.8,Zahria ALLERS-LIBURD,06 MAR 2002,SKN,2f3,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1098
77,1172,23.36,1.9,Joella LLOYD,12 APR 2002,ANT,2f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1098
78,1172,23.36,0.2,Josefine Tomine ERIKSEN,16 AUG 2000,NOR,2f1,"Clarence F. Robison Track, Provo, UT (USA)",27 APR 2024,1098
79,1172,23.36,0.2,Lia LOVE,,USA,1h1,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",10 MAY 2024,1098
80,1172,23.36,1.5,Ockera MYRIE,01 NOV 1999,JAM,5,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1098
81,1172,23.36,0.9,Na'taja BALLARD,2003,USA,5h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1098
82,1172,23.36,0.4,Arianna DE MASI,02 JUN 1999,ITA,1f4,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1098
83,1172,23.36,-0.8,Brooke IRONSIDE,18 JUN 2003,GBR,2f4,"Lee Valley Athletics Centre, London (GBR)",02 JUN 2024,1102
84,1172,23.36,-1.7,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,6,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1108
85,1172,23.36,-0.2,Mary BOAKYE,13 AUG 2000,GHA,3sf1,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1099
86,1172,23.36,0.0,Mia GROSS,18 APR 2001,AUS,6h4,"Stade de France, Paris (FRA)",04 AUG 2024,1098
87,1172,23.36,-1.4,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1106
88,1189,23.37,,Hannah DOUGLAS,2002,USA,11,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1142
89,1189,23.37,,Jonah ROSS,01 MAY 2002,USA,2f5,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1142
90,1189,23.37,,Bre'Anna HARLIN,2004,USA,3f7,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1142
91,1189,23.37,,Phil HEALY,19 NOV 1994,IRL,1f2,"Topsporthal Vlaanderen, Gent (BEL) (i)",03 FEB 2024,1142
92,1189,23.37,,Adijatu Rejoice SULE,07 OCT 2004,NGR,1f7,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2024,1142
93,1189,23.37,,Jayla HOLLIS,03 SEP 2002,USA,2f14,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1142
94,1189,23.37,,Phil HEALY,19 NOV 1994,IRL,1,"National Indoor Arena, Abbotstown, Dublin (IRL) (i)",17 FEB 2024,1142
95,1189,23.37,,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,1h1,"Quarterback Immobilien Arena, Leipzig (GER) (i)",18 FEB 2024,1142
96,1189,23.37,,Joanne REID,25 DEC 2001,JAM,2h4,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1142
97,1189,23.37,,Ramiah ELLIOTT,19 APR 2004,USA,2h8,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1142
98,1189,23.37,,Brooke IRONSIDE,18 JUN 2003,GBR,1,"EIS Don Valley Stadium, Sheffield (GBR) (i)",25 FEB 2024,1142
99,1189,23.37,1.1,Rayniah JONES,28 SEP 2001,USA,4f1,"UCF Soccer and Track Complex, Orlando, FL (USA)",22 MAR 2024,1097
0,1189,23.37,1.3,Mikiah BRISCO,14 JUL 1996,USA,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1097
1,1189,23.37,1.8,Yuting LI,03 MAY 2002,CHN,4f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1097
2,1189,23.37,0.1,Kenondra DAVIS,15 FEB 2003,USA,1f11,"Hilmer Lodge Stadium, Walnut, CA (USA)",19 APR 2024,1097
3,1189,23.37,0.2,Twanisha TERRY,24 JAN 1999,USA,7,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1097
4,1189,23.37,2.0,Maboundou KONÉ,16 MAY 1997,CIV,1f1,"Solomon Track & Field Facility, Dedham, MA (USA)",27 APR 2024,1097
5,1189,23.37,-0.9,Jassani CARTER,04 NOV 2003,USA,1h3,"Potts Field, Boulder, CO (USA)",10 MAY 2024,1102
6,1189,23.37,1.9,Brianna CLAYTON,,USA,1h3,"Elon University’s Irwin Belk Track, Elon, NC (USA)",10 MAY 2024,1097
7,1189,23.37,1.8,Aino PULKKINEN,02 FEB 1998,FIN,2f1,"Malmö Stadion, Malmö (SWE)",19 MAY 2024,1097
8,1189,23.37,0.8,Tsaone Bakani SEBELE,27 OCT 1993,BOT,1,"National Stadium, Gaborone (BOT)",19 MAY 2024,1097
9,1189,23.37,0.2,Fabienne HOENKE,20 JAN 2004,SUI,1f1,"Stadion Schützenmatte, Basel (SUI)",20 MAY 2024,1097
10,1189,23.37,0.3,Moforehan ABINUSAWA,03 OCT 2003,NGR,5h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1097
11,1189,23.37,0.3,Ariane LINTON,02 OCT 2003,USA,7sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1097
12,1189,23.37,0.5,Esperança CLADERA,14 MAY 2002,ESP,7sf1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1097
13,1189,23.37,1.3,Taylor SNAER,22 FEB 2005,USA,1h2,"Hayward Field, Eugene, OR (USA)",13 JUN 2024,1097
14,1189,23.37,0.7,Gunta VAIČULE,09 MAR 1995,LAT,2f1,"Bislett Stadion, Oslo (NOR)",18 JUN 2024,1097
15,1189,23.37,1.3,Nicole CAICEDO,02 SEP 2000,ECU,3f1,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1097
16,1189,23.37,0.6,Terezie TÁBORSKÁ,11 FEB 2006,CZE,2f1,"Sports Stadium CESA VUT, Brno (CZE)",22 JUN 2024,1097
17,1189,23.37,1.0,Alicja WRONA-KUTRZEPA,11 JAN 1996,POL,1f1,"Stadion MOSiR, Lublin (POL)",22 JUN 2024,1097
18,1189,23.37,0.8,Camryn DICKSON,19 JUN 2004,USA,5h2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1097
19,1189,23.37,0.3,Kristina Marie KNOTT,25 SEP 1995,PHI,h1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1097
20,1189,23.37,-1.1,Kevona DAVIS,20 DEC 2001,JAM,2h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1103
21,1189,23.37,-0.2,Samantha GONZALEZ,14 NOV 1996,COL,4,"Pedro Grajales, Cali (COL)",30 JUN 2024,1098
22,1189,23.37,0.5,Ana Carolina AZEVEDO,19 MAY 1998,BRA,8h6,"Stade de France, Paris (FRA)",04 AUG 2024,1097
23,1189,23.37,-0.9,Léonie POINTET,17 FEB 2001,SUI,44,"Stade de France, Paris (FRA)",05 AUG 2024,1102
24,1189,23.37,0.1,Viktoriya MAKSIMOVA,11 NOV 2002,RUS,2sf1,"Kalininets Stadium, Yekaterinburg (RUS)",17 AUG 2024,1097
25,1189,23.37,0.6,Shuri AONO,03 JUL 2000,JPN,1,"Athletics Stadium, Akita (JPN)",25 AUG 2024,1097
26,1189,23.37,0.1,Maja MIHALINEC ZIDAR,17 DEC 1989,SLO,6,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1097
27,1189,23.37,-1.0,Yuting LI,03 MAY 2002,CHN,2,"Sports Center, Quzhou (CHN)",16 SEP 2024,1103
28,1229,23.38,,Esperança CLADERA,14 MAY 2002,ESP,1f2,"Pistas Expourense, Ourense (ESP) (i)",18 FEB 2024,1141
29,1229,23.38,,Naj WATSON,24 FEB 2004,USA,1f2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",20 FEB 2024,1141
30,1229,23.38,,Niesha BURGHER,08 AUG 2002,JAM,1h5,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",23 FEB 2024,1141
31,1229,23.38,,Melicia MOUZZON,30 JAN 2001,USA,1f1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2024,1141
32,1229,23.38,1.3,Jada SEAMAN,18 JUL 2001,USA,1f1,"UCF Soccer and Track Complex, Orlando, FL (USA)",15 MAR 2024,1096
33,1229,23.38,1.8,Symone DARIUS,04 JUL 1998,LBR,5f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1096
34,1229,23.38,-0.1,Antoinette VAN DER MERWE,27 JAN 2001,RSA,2h1,"Geroge C. Griffin Track, Atlanta, GA (USA)",09 MAY 2024,1096
35,1229,23.38,-1.0,Dajour MILES,25 JUL 2001,USA,4h2,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1102
36,1229,23.38,0.1,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,4f2,"Tsirio Stadium, Limassol (CYP)",17 MAY 2024,1096
37,1229,23.38,0.2,Talea PREPENS,28 DEC 2001,GER,6f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1096
38,1229,23.38,1.1,Chloé GALET,30 AUG 2001,FRA,1f1,"Stade Municipal, Vineuil (FRA)",02 JUN 2024,1096
39,1229,23.38,0.3,Chane VERMEULEN,19 MAY 2006,RSA,3f5,"Pilditch Stadium, Pretoria (RSA)",15 JUN 2024,1096
40,1229,23.38,1.5,Maira SCOTT,2006,USA,3,"Hayward Field, Eugene, OR (USA)",15 JUN 2024,1096
41,1229,23.38,-1.7,Jodie WILLIAMS,28 SEP 1993,GBR,7,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1106
42,1229,23.38,2.0,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,5,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1096
43,1229,23.38,1.1,Maboundou KONÉ,16 MAY 1997,CIV,1h5,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1096
44,1229,23.38,0.1,Tsaone Bakani SEBELE,27 OCT 1993,BOT,1sf3,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1096
45,1229,23.38,0.5,Finette AGYAPONG,01 FEB 1997,GBR,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1096
46,1229,23.38,0.0,Renee REGIS,02 SEP 2005,GBR,6,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1096
47,1248,23.39,,Lia LOVE,,USA,3f5,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1140
48,1248,23.39,,Shae ANDERSON,07 APR 1999,USA,2f1,"Convention Center, Albuquerque, NM (USA) (i)",09 FEB 2024,1140
49,1248,23.39,,Joanne REID,25 DEC 2001,JAM,3f10,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1140
50,1248,23.39,,Chastity PICKETT,28 DEC 2001,USA,1h10,"Armory Track&Field Center, New York, NY (USA) (i)",22 FEB 2024,1140
51,1248,23.39,0.6,Ella CONNOLLY,13 JUL 2000,AUS,2f1,"SOPAC, Sydney (AUS)",17 MAR 2024,1096
52,1248,23.39,0.9,Jan'Taijah JONES,15 MAR 2001,USA,6f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1096
53,1248,23.39,1.3,Brianna WHITE,09 JUN 2002,USA,5f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1096
54,1248,23.39,1.4,Imani LANSIQUOT,17 DEC 1997,GBR,3f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1096
55,1248,23.39,1.6,Jessica MILAT,01 JAN 2005,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",13 APR 2024,1096
56,1248,23.39,-0.3,Mia GROSS,18 APR 2001,AUS,2,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1097
57,1248,23.39,0.9,Ackera NUGENT,29 APR 2002,JAM,4f7,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1096
58,1248,23.39,-0.4,Mujinga KAMBUNDJI,17 JUN 1992,SUI,6,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1098
59,1248,23.39,0.5,Cambrea STURGIS,27 MAR 1999,USA,5f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",20 APR 2024,1096
60,1248,23.39,0.0,Kayla LA GRANGE,27 JUL 2004,RSA,2,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1096
61,1248,23.39,-0.2,Rosemary CHUKWUMA,05 DEC 2001,NGR,7,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1097
62,1248,23.39,0.7,Sophie WEIßENBERG,24 SEP 1997,GER,1ce5,"Mösle-Stadium, Götzis (AUT)",18 MAY 2024,1096
63,1248,23.39,0.9,Tiffani PITTMAN,,USA,6h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1096
64,1248,23.39,0.1,Leah BERTRAND,26 JUL 2002,TTO,4h6,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1096
65,1248,23.39,0.2,Jodie WILLIAMS,28 SEP 1993,GBR,7f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1096
66,1248,23.39,0.1,Lorène Dorcas BAZOLO,04 MAY 1983,POR,7sf3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1096
67,1248,23.39,1.8,Géraldine FREY,19 JUN 1997,SUI,2h1,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1096
68,1248,23.39,0.9,Yanina LUTSENKA,02 APR 2000,BLR,1h1,"Dinamo National Olympic Stadium, Minsk (BLR)",29 JUN 2024,1096
69,1248,23.39,0.4,Alliah BAKER,10 JUL 2005,JAM,4,"National Stadium, Kingston (JAM)",30 JUN 2024,1096
70,1248,23.39,-2.9,Alexa SULYÁN,17 APR 2005,HUN,2,"Lantos Mihály Sportközpont, Budapest (HUN)",30 JUN 2024,1113
71,1248,23.39,0.3,Alyson BELL,09 NOV 2003,GBR,1f8,"Lee Valley Athletics Centre, London (GBR)",28 JUL 2024,1096
72,1248,23.39,0.0,Yinglan LIU,21 OCT 2005,CHN,7,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1096
73,1274,23.4,,Jayla JAMISON,06 SEP 2003,USA,12,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1139
74,1274,23.4,,Martyna KOTWIŁA,13 JAN 1999,POL,1f1,"Hala Uniwersytetu, Rzeszów (POL) (i)",04 FEB 2024,1139
75,1274,23.4,,Paula SEVILLA,28 JUN 1997,ESP,2f1,"Pistas Expourense, Ourense (ESP) (i)",18 FEB 2024,1139
76,1274,23.4,,Marie-Éloise LECLAIR,10 SEP 2002,CAN,1f2,"The Podium, Spokane, WA (USA) (i)",20 FEB 2024,1139
77,1274,23.4,,Collinique FARRINGTON,20 NOV 2000,BAH,1f1,"Fall Creek Pavilion, Indianapolis, IN (USA) (i)",25 FEB 2024,1139
78,1274,23.4,1.0,Tina MARTIN,,USA,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",23 MAR 2024,1095
79,1274,23.4,-1.1,Maryam TOOSI,05 DEC 1988,IRI,2,"UJ Stadium, Johannesburg (RSA)",27 MAR 2024,1101
80,1274,23.4,0.8,Nya BLOCKER,2004,USA,3f2,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1095
81,1274,23.4,1.1,Brianna CLAYTON,,USA,2f4,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1095
82,1274,23.4,0.7,Rachel JOSEPH,26 MAR 2004,USA,1f6,"John McDonnell Field, Fayetteville, AR (USA)",19 APR 2024,1095
83,1274,23.4,0.1,Dejanea OAKLEY,07 APR 2004,JAM,2f11,"Hilmer Lodge Stadium, Walnut, CA (USA)",19 APR 2024,1095
84,1274,23.4,0.6,Shannon RAY,23 DEC 1995,USA,4f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1095
85,1274,23.4,1.5,Sarah AKPAN,,USA,6,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1095
86,1274,23.4,-1.0,Ida KARSTOFT,29 OCT 1995,DEN,6,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1101
87,1274,23.4,0.1,Jaidyn RAMSEY,,USA,4h3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1095
88,1274,23.4,-0.1,Zahria ALLERS-LIBURD,06 MAR 2002,SKN,6sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1095
89,1274,23.4,2.0,Ashley WILLIAMS,25 OCT 1996,JAM,1f4,"National Stadium, Kingston (JAM)",08 JUN 2024,1095
90,1274,23.4,1.3,Olga SAFRONOVA,05 NOV 1991,KAZ,1h2,"Olympic Training Base, Almaty (KAZ)",23 JUN 2024,1095
91,1274,23.4,0.0,Mary BOAKYE,13 AUG 2000,GHA,4,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1095
92,1274,23.4,1.7,Elif POLAT,23 JAN 1999,TUR,1,"Seha Aksoy Atletizm Pisti, Izmir (TUR)",30 JUN 2024,1095
93,1274,23.4,-0.6,Success EDUAN,27 SEP 2004,GBR,2h3,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1098
94,1274,23.4,-1.0,Lisa Marie KWAYIE,27 OCT 1996,GER,2,"Eintracht-Stadion, Braunschweig (GER)",30 JUN 2024,1101
95,1274,23.4,-1.0,Natacha NGOYE,15 AUG 1993,CGO,1f1,"Stade de Vongy, Thonon-les-Bains (FRA)",06 JUL 2024,1101
96,1274,23.4,0.0,Elise COOPER,07 FEB 2007,USA,8,"Estadio Atlético de la VIDENA, Lima (PER)",30 AUG 2024,1095
97,1298,23.41,,Natacha NGOYE,15 AUG 1993,CGO,1h1,"Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i)",21 JAN 2024,1138
98,1298,23.41,,Adriana TATUM,02 NOV 2002,USA,1f6,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",03 FEB 2024,1138
99,1298,23.41,,Alyssa COLBERT,28 FEB 2003,USA,2f2,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2024,1138
0,1298,23.41,,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,1h4,"Arena, Toruń (POL) (i)",18 FEB 2024,1138
1,1298,23.41,,Success EDUAN,27 SEP 2004,GBR,2,"Arena Birmingham, Birmingham (GBR) (i)",18 FEB 2024,1138
2,1298,23.41,,Kenondra DAVIS,15 FEB 2003,USA,1h8,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1138
3,1298,23.41,,Chastity PICKETT,28 DEC 2001,USA,1f2,"Armory Track&Field Center, New York, NY (USA) (i)",23 FEB 2024,1138
4,1298,23.41,,Tahalia FAIRMAN,,USA,2f2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2024,1138
5,1298,23.41,,Makenzy PIERRE-WEBSTER,05 APR 2001,CAN,3f2,"The Track at New Balance, Boston, MA (USA) (i)",24 FEB 2024,1138
