"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
4,401,55.92,,Daniela FRA,29 FEB 2000,ESP,1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",29 JUN 2024,1144
5,401,55.92,,Salome HÜSLER,21 AUG 2002,SUI,2,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1144
6,401,55.92,,Sarah CARLI,05 SEP 1994,AUS,6h5,"Stade de France, Paris (FRA)",04 AUG 2024,1144
7,408,55.93,,Akala GARRETT,10 MAY 2005,USA,1f4,"Hilmer Lodge Stadium, Walnut, CA (USA)",19 APR 2024,1144
8,408,55.93,,Elena KELETY,04 SEP 1999,GER,1,"Besagroup-Sportpark, Rhede (GER)",14 JUL 2024,1144
9,408,55.93,,Lina NIELSEN,13 MAR 1996,GBR,8,"Stadio Olimpico, Roma (ITA)",30 AUG 2024,1144
10,411,55.94,,Deshae WISE,23 NOV 1999,USA,1f1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",19 APR 2024,1143
11,411,55.94,,Shana GREBO,09 NOV 2000,FRA,2sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1143
12,411,55.94,,Alanah YUKICH,27 JAN 1998,AUS,4f3,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1143
13,411,55.94,,Dominique MUSTIN,25 MAR 2002,USA,5sf2,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1143
14,411,55.94,,Sage WALKER,20 JUN 1994,CAN,1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",30 JUN 2024,1143
15,411,55.94,,Grace CLAXTON,19 AUG 1993,PUR,41,"Stade de France, Paris (FRA)",05 AUG 2024,1143
16,411,55.94,,Janieve RUSSELL,14 NOV 1993,JAM,7,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1143
17,418,55.95,,Sára MÁTÓ,23 DEC 2000,HUN,1h1,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1143
18,418,55.95,,Linda OLIVIERI,14 JUL 1998,ITA,5h3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1143
19,418,55.95,,Moa GRANAT,08 AUG 2004,SWE,6h3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1143
20,418,55.95,,Sára MÁTÓ,23 DEC 2000,HUN,2,"Golęcin Stadion, Poznan (POL)",23 JUN 2024,1143
21,418,55.95,,Fatoumata Binta DIALLO,06 APR 2000,POR,1,"Estádio Municipal Fontelo, Viseu (POR)",14 JUL 2024,1143
22,423,55.96,,Michelle SMITH,18 JUN 2006,ISV,2,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1143
23,423,55.96,,Hanne CLAES,04 AUG 1991,BEL,8sf2,"Stade de France, Paris (FRA)",06 AUG 2024,1143
24,425,55.97,,Cassandra TATE,11 SEP 1990,USA,3,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1143
25,426,55.98,,Kyla ROBINSON-HUBBARD,09 JAN 2001,USA,1f3,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1142
26,427,55.99,,Kristiina HALONEN,10 OCT 1997,FIN,2f1,"Malmö Stadion, Malmö (SWE)",18 MAY 2024,1142
27,427,55.99,,Ayomide FOLORUNSO,17 OCT 1996,ITA,6,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1142
28,427,55.99,,Dalilah MUHAMMAD,07 FEB 1990,USA,9,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1142
29,427,55.99,,Dalilah MUHAMMAD,07 FEB 1990,USA,4,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1142
30,431,56.0,,Kyla ROBINSON-HUBBARD,09 JAN 2001,USA,1h2,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1142
31,431,56.0,,Rogail JOSEPH,22 APR 2000,RSA,1,"Stade Jean Adret, Sotteville-lès-Rouen (FRA)",04 JUL 2024,1142
32,431,56.0,,Elena KELETY,04 SEP 1999,GER,5,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1142
