"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
98,391,45.4,,Anthony PESELA,09 JUN 2002,BOT,1sf1,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1152
99,391,45.4,,Yoandys LESCAY,05 JAN 1994,CUB,1f1,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1152
0,391,45.4,,Attila MOLNÁR,17 JAN 2002,HUN,1f1,"Lantos Mihály Sportközpont, Budapest (HUN)",29 JUN 2024,1152
1,391,45.4,,João COELHO,04 APR 1999,POR,1,"Estádio Municipal Fontelo, Viseu (POR)",13 JUL 2024,1152
2,391,45.4,,Marc KOCH,24 MAY 1994,GER,1f1,"Mommsenstadion, Berlin (GER)",26 JUL 2024,1152
3,391,45.4,,Lythe PILLAY,25 FEB 2003,RSA,12,"Stade de France, Paris (FRA)",05 AUG 2024,1152
4,391,45.4,,Jean Paul BREDAU,27 JUN 1999,GER,34,"Stade de France, Paris (FRA)",05 AUG 2024,1152
5,391,45.4,,Kentaro SATO,16 NOV 1994,JPN,1f3,"Denka Big Swan Stadium, Niigata (JPN)",28 SEP 2024,1152
6,407,45.41,,Justin ROBINSON,30 MAR 2002,USA,1f6,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",03 FEB 2024,1214
7,407,45.41,,Kennedy LIGHTNER,01 JAN 2001,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1151
8,407,45.41,,Jenoah MCKIVER,03 APR 2002,USA,3f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1151
9,407,45.41,,Udeme OKON,03 SEP 2005,RSA,1f1,"McArthur Stadium, Potchefstroom (RSA)",11 MAY 2024,1151
10,407,45.41,,Zandrion BARNES,17 AUG 2001,JAM,3f1,"National Stadium, Kingston (JAM)",11 MAY 2024,1151
11,407,45.41,,Saveliy SAVLUKOV,06 JAN 2000,RUS,1f5,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1151
12,407,45.41,,Antonie Matthys NORTJE,02 FEB 2002,RSA,1h2,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1151
13,407,45.41,,James BENSON,10 AUG 2000,USA,4h3,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1151
14,407,45.41,,Håvard Bentdal INGVALDSEN,21 SEP 2002,NOR,7,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1151
15,407,45.41,,Isaya KLEIN IKKINK,13 MAY 2003,NED,1,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1151
16,407,45.41,,Oleksandr POHORILKO,16 APR 2000,UKR,5sf1,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1151
17,407,45.41,,Brian FAUST,12 JAN 1999,USA,7sf2,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1151
18,407,45.41,,Gustav Lundholm NIELSEN,03 AUG 1998,DEN,1f3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1151
19,407,45.41,,Alex HAYDOCK-WILSON,28 JUL 1999,GBR,2,"Letzigrund, Zürich (SUI)",05 SEP 2024,1151
20,421,45.42,,Ramsey ANGELA,06 NOV 1999,NED,1,"McArthur Stadium, Potchefstroom (RSA)",14 FEB 2024,1151
21,421,45.42,,Auhmad ROBINSON,04 JUN 2001,USA,3f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1151
22,421,45.42,,Jean Paul BREDAU,27 JUN 1999,GER,1,"Stade Delort, Marseille (FRA)",22 MAY 2024,1151
23,421,45.42,,Judson LINCOLN,01 JUL 2004,USA,3sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1151
24,421,45.42,,Kevin KIPKORIR,01 AUG 1994,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",15 JUN 2024,1151
25,421,45.42,,Nathan KENT,01 NOV 2003,USA,4h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1151
26,421,45.42,,Igor BOGACZYŃSKI,07 NOV 2003,POL,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1151
27,421,45.42,,Anthony José ZAMBRANO,17 JAN 1998,COL,1h4,"Pedro Grajales, Cali (COL)",28 JUN 2024,1151
28,421,45.42,,Reheem HAYLES,09 MAR 2001,JAM,4,"National Stadium, Kingston (JAM)",28 JUN 2024,1151
29,421,45.42,,Isaya KLEIN IKKINK,13 MAY 2003,NED,3,"Letzigrund, Zürich (SUI)",05 SEP 2024,1151
30,431,45.43,,Emmanuel BYNUM,01 OCT 2000,USA,2sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1150
31,431,45.43,,Matheus LIMA,01 JUN 2003,BRA,1sf1,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",27 JUN 2024,1150
32,433,45.44,,Demar FRANCIS,25 JAN 2001,JAM,1f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1149
33,433,45.44,,Dubem AMENE,10 NOV 2002,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",17 JUN 2024,1149
34,433,45.44,,Samuel OGAZI,14 MAY 2006,NGR,1sf2,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1149
35,433,45.44,,Christopher MORALES-WILLIAMS,05 AUG 2004,CAN,1,"Complexe Sportif Claude-Robillard, Montréal (CAN)",29 JUN 2024,1149
36,437,45.45,,Emmanuel BYNUM,01 OCT 2000,USA,1f1,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1212
37,437,45.45,,Richard JOHNSON,08 NOV 1999,USA,2f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1149
38,437,45.45,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1h4,"Potts Field, Boulder, CO (USA)",11 MAY 2024,1149
39,437,45.45,,Gamali FELIX,17 MAR 1999,GRN,4,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1149
40,437,45.45,,Paul DEDEWO,05 JUN 1991,USA,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",15 MAY 2024,1149
41,437,45.45,,Gilles BIRON,13 APR 1995,FRA,2,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1149
42,437,45.45,,Håvard Bentdal INGVALDSEN,21 SEP 2002,NOR,2,"Stade Delort, Marseille (FRA)",22 MAY 2024,1149
43,437,45.45,,Attila MOLNÁR,17 JAN 2002,HUN,4,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1149
44,437,45.45,,David SOMBE,24 APR 2000,FRA,2h3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1149
45,437,45.45,,Zakithi NENE,02 APR 1998,RSA,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1149
46,437,45.45,,Florent MABILLE,27 OCT 1996,BEL,2f1,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1149
47,437,45.45,,Attila MOLNÁR,17 JAN 2002,HUN,33,"Stade de France, Paris (FRA)",05 AUG 2024,1149
48,449,45.46,,Michael JOSEPH,01 NOV 2002,LCA,1f1,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1211
49,449,45.46,,Omar ELKHATIB,19 OCT 2001,POR,2,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",11 MAY 2024,1148
50,449,45.46,,Edoardo SCOTTI,09 MAY 2000,ITA,2f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1148
51,449,45.46,,Auhmad ROBINSON,04 JUN 2001,USA,1pr2,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1148
52,449,45.46,,Dylan BORLÉE,20 SEP 1992,BEL,6sf2,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1148
53,449,45.46,,Jacory PATTERSON,02 FEB 2000,USA,6h2,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1148
54,449,45.46,,Håvard Bentdal INGVALDSEN,21 SEP 2002,NOR,3h1,"Stade de France, Paris (FRA)",04 AUG 2024,1148
55,449,45.46,,Ricky PETRUCCIANI,30 JUN 2000,SUI,4,"Letzigrund, Zürich (SUI)",05 SEP 2024,1148
56,457,45.47,,Matthew BOLING,20 JUN 2000,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",09 FEB 2024,1210
57,457,45.47,,Brian FAUST,12 JAN 1999,USA,1,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1210
58,457,45.47,,Takudzwa CHIYANGWA,02 MAY 2002,ZIM,1f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",26 APR 2024,1147
59,457,45.47,,Auhmad ROBINSON,04 JUN 2001,USA,1h5,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1147
60,457,45.47,,Jamel MILLER,19 JUL 2000,JAM,3sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1147
61,457,45.47,,Manuel SANDERS,03 APR 1998,GER,5,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1147
62,457,45.47,,Ricky PETRUCCIANI,30 JUN 2000,SUI,6sf1,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1147
63,457,45.47,,Busang Collen KEBINATSHIPI,13 FEB 2004,BOT,1f1,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1147
64,457,45.47,,Samuel OGAZI,14 MAY 2006,NGR,3,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1147
65,457,45.47,,Isaya KLEIN IKKINK,13 MAY 2003,NED,4f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1147
66,457,45.47,,Efekemo OKORO,21 FEB 1992,GBR,2f1,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1147
67,457,45.47,,Zandrion BARNES,17 AUG 2001,JAM,2,"Olympiastadion, Berlin (GER)",01 SEP 2024,1147
68,469,45.48,,Jacory PATTERSON,02 FEB 2000,USA,2,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1209
69,469,45.48,,Antonie Matthys NORTJE,02 FEB 2002,RSA,4,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1147
70,469,45.48,,Brian HERRON,24 NOV 2000,USA,1f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1147
71,469,45.48,,Justin ROBINSON,30 MAR 2002,USA,1h3,"Potts Field, Boulder, CO (USA)",11 MAY 2024,1147
72,469,45.48,,Jean Paul BREDAU,27 JUN 1999,GER,2f2,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1147
73,469,45.48,,Charlie CARVELL,30 JUN 2004,GBR,1f1,"Mestský Stadion Sletište, Kladno (CZE)",22 MAY 2024,1147
74,469,45.48,,Daeqwan BUTLER,01 JAN 1999,USA,1,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1147
75,469,45.48,,Aruna Dharshana SINGHAPURAGE,19 JAN 1999,SRI,1f1,"Olympic Sports Center, Chongqing (CHN)",28 MAY 2024,1147
76,469,45.48,,Yoandys LESCAY,05 JAN 1994,CUB,2f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1147
77,469,45.48,,Jonathan SACOOR,01 SEP 1999,BEL,1f2,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1147
78,479,45.49,,Cheikh Tidiane DIOUF,23 MAR 1995,SEN,3,"University of Ghana Sports Stadium, Accra (GHA)",20 MAR 2024,1146
79,479,45.49,,Zakithi NENE,02 APR 1998,RSA,1f2,"UJ Stadium, Johannesburg (RSA)",27 MAR 2024,1146
80,479,45.49,,Champion ALLISON,05 NOV 1998,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1146
81,479,45.49,,Justin ROBINSON,30 MAR 2002,USA,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1146
82,479,45.49,,Vernon NORWOOD,10 APR 1992,USA,4,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1146
83,479,45.49,,Samuel OGAZI,14 MAY 2006,NGR,1h4,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1146
84,479,45.49,,William JONES,,USA,2h3,"Potts Field, Boulder, CO (USA)",11 MAY 2024,1146
85,479,45.49,,Jayden DAVIS,10 MAR 2005,USA,5,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1146
86,479,45.49,,Mazen Mawtan AL YASEN,08 JUL 1996,KSA,2,"Al-Fayhaa Stadium, Basra (IRQ)",30 MAY 2024,1146
87,479,45.49,,Emmanuel BAMIDELE,06 JUL 1999,NGR,1,"National Stadium, Kingston (JAM)",01 JUN 2024,1146
88,479,45.49,,Yuki Joseph NAKAJIMA,30 MAR 2002,JPN,1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1146
89,479,45.49,,Aruna Dharshana SINGHAPURAGE,19 JAN 1999,SRI,1,"Sugathadasa Stadium, Colombo (SRI)",30 JUN 2024,1146
90,479,45.49,,Anthony José ZAMBRANO,17 JAN 1998,COL,7h2,"Stade de France, Paris (FRA)",04 AUG 2024,1146
91,492,45.5,,Johnnie BLOCKBURGER,12 JUL 2002,USA,1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",28 APR 2024,1145
92,492,45.5,,Isaiah JEWETT,06 FEB 1997,USA,3f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1145
93,492,45.5,,Lee Bhekempilo EPPIE,18 MAY 1999,BOT,1f1,"Ray Conn Sports Complex, Cleveland, TN (USA)",11 MAY 2024,1145
94,492,45.5,,Boitumelo MASILO,05 AUG 1995,BOT,2,"National Stadium, Gaborone (BOT)",17 MAY 2024,1145
95,492,45.5,,Luis AVILÉS FERREIRO,03 MAR 2002,MEX,1,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1145
96,492,45.5,,Emmanuel BYNUM,01 OCT 2000,USA,3sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1145
97,492,45.5,,Jonathan SACOOR,01 SEP 1999,BEL,1h1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1145
98,492,45.5,,William JONES,03 OCT 2003,USA,5h3,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1145
99,492,45.5,,Aruna Dharshana SINGHAPURAGE,19 JAN 1999,SRI,1,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",26 JUN 2024,1145
0,492,45.5,,Alexander OGANDO,03 MAY 2000,DOM,1h3,"Pista de Atletismo Felix Sanchez, Santo Domingo (DOM)",28 JUN 2024,1145
1,492,45.5,,Luis AVILÉS FERREIRO,03 MAR 2002,MEX,1,"Centro Deportivo Olímpico Mexicano, Ciudad de México (MEX)",29 JUN 2024,1145
2,492,45.5,,Charles DEVANTAY,14 FEB 1998,SUI,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",27 JUL 2024,1145
3,492,45.5,,Gustav Lundholm NIELSEN,03 AUG 1998,DEN,2,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1145
