"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
83,358,13.43,0.1,Antoine ANDREWS,12 APR 2003,BAH,8sf1,"Stade de France, Paris (FRA)",07 AUG 2024,1172
84,358,13.43,-0.1,Jason JOSEPH,11 OCT 1998,SUI,6sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1172
85,358,13.43,0.5,Zhuoyi XU,21 AUG 2003,CHN,1h4,"Sports Center, Quzhou (CHN)",15 SEP 2024,1172
86,358,13.43,-0.1,Yuanjiang CHEN,27 JAN 2006,CHN,1sf2,"Sports Center, Quzhou (CHN)",15 SEP 2024,1172
87,388,13.44,1.7,Ja'Kobe THARP,30 SEP 2005,USA,1h2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 MAY 2024,1170
88,388,13.44,1.8,Johnny BRACKINS,29 JUL 2003,USA,4h1,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1170
89,388,13.44,1.8,Demaris WATERS,07 JUN 2004,USA,4h1,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1170
90,388,13.44,0.7,Tatsuki ABE,03 AUG 2003,JPN,1h4,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1170
91,388,13.44,0.2,Jerome CAMPBELL,20 NOV 2002,JAM,4sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1170
92,388,13.44,-0.4,Malachi SNOW,,USA,2sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1172
93,388,13.44,0.0,Damian CZYKIER,10 AUG 1992,POL,3sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1170
94,388,13.44,0.0,Elie BACARI,14 OCT 2003,BEL,4sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1170
95,388,13.44,0.5,Tayleb WILLIS,18 MAR 2003,AUS,3,"Foote Field, Edmonton (CAN)",13 JUN 2024,1170
96,388,13.44,0.8,Jakub SZYMAŃSKI,22 JUL 2002,POL,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1170
97,388,13.44,0.5,Jason JOSEPH,11 OCT 1998,SUI,5f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1170
98,388,13.44,-0.3,Robert DUNNING,23 JUN 1997,USA,5h2,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1171
99,388,13.44,0.3,Vladimir VUKICEVIC,06 MAY 1991,NOR,2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1170
0,388,13.44,-1.1,Weibo QIN,29 DEC 2002,CHN,13,"Stade de France, Paris (FRA)",06 AUG 2024,1176
1,388,13.44,0.6,Eduardo RODRIGUES,08 OCT 1995,BRA,6sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1170
2,388,13.44,1.9,Tatsuki ABE,03 AUG 2003,JPN,1h3,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",18 AUG 2024,1170
3,388,13.44,0.4,Daniel ROBERTS,13 NOV 1997,USA,8,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1170
4,405,13.45,-2.1,Sasha ZHOYA,25 JUN 2002,FRA,1,"WA Athletics Stadium, Perth (AUS)",25 FEB 2024,1180
5,405,13.45,0.8,Shenglong ZHU,25 JAN 2000,CHN,7,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1168
6,405,13.45,1.5,Jaheim STERN,26 NOV 2002,JAM,1h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1168
7,405,13.45,1.8,Orlando BENNETT,12 OCT 1999,JAM,5,"National Stadium, Kingston (JAM)",11 MAY 2024,1168
8,405,13.45,0.9,Jakub SZYMAŃSKI,22 JUL 2002,POL,2,"Stadion Zygmunta Szelesta, Warszawa (POL)",11 MAY 2024,1168
9,405,13.45,1.0,Daniel HARROLD,14 NOV 2000,USA,1,"UL Monroe Brown Stadium, Monroe, LA (USA)",11 MAY 2024,1168
10,405,13.45,0.9,Ryota MACHI,30 APR 2001,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1168
11,405,13.45,-0.4,Damian WARNER,04 NOV 1989,CAN,1ce4,"Mösle-Stadium, Götzis (AUT)",19 MAY 2024,1170
12,405,13.45,1.7,Amine BOUANANI,17 OCT 1997,ALG,5,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1168
13,405,13.45,-0.4,Omar MCLEOD,25 APR 1994,JAM,3,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1170
14,405,13.45,-1.2,Shenglong ZHU,25 JAN 2000,CHN,3,"Olympic Sports Center, Chongqing (CHN)",29 MAY 2024,1175
15,405,13.45,0.1,Samuel BENNETT,,USA,6,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1168
16,405,13.45,0.6,Raphaël MOHAMED,02 FEB 1998,FRA,4,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1168
17,405,13.45,0.6,Asier MARTÍNEZ,22 APR 2000,ESP,4,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1168
18,405,13.45,-0.8,Michael DICKSON,25 JAN 1997,USA,3,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1172
19,405,13.45,1.4,David KING,13 JUN 1994,GBR,4,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1168
20,405,13.45,0.8,Damian CZYKIER,10 AUG 1992,POL,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1168
21,405,13.45,0.1,Raphaël MOHAMED,02 FEB 1998,FRA,7h1,"Stade Charléty, Paris (FRA)",07 JUL 2024,1168
22,405,13.45,0.3,Timme KOSTER,12 DEC 2002,NED,3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1168
23,405,13.45,1.7,Tyler MASON,15 NOV 1995,JAM,2h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1168
24,405,13.45,1.7,Myles HUNTER,16 AUG 1995,USA,2h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1168
25,405,13.45,1.7,Dylan BEARD,15 SEP 1998,USA,2h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1168
26,405,13.45,-1.1,Wilhem BELOCIAN,22 JUN 1995,FRA,23,"Stade de France, Paris (FRA)",06 AUG 2024,1174
27,405,13.45,-1.1,Shunya TAKAYAMA,03 SEP 1994,JPN,33,"Stade de France, Paris (FRA)",06 AUG 2024,1174
28,405,13.45,1.0,Orlando BENNETT,12 OCT 1999,JAM,1,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1168
29,405,13.45,-0.3,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,8,"Letzigrund, Zürich (SUI)",05 SEP 2024,1169
30,431,13.46,0.2,Ja'Kobe THARP,30 SEP 2005,USA,1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1166
31,431,13.46,0.2,Darius LUFF,29 JAN 2001,USA,2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1166
32,431,13.46,-0.7,Enrique LLOPIS,15 OCT 2000,ESP,1,"Polideportivo Rey Juan Carlos, Ciudad Real (ESP)",20 APR 2024,1170
33,431,13.46,-0.5,Weibo QIN,29 DEC 2002,CHN,1h3,"Guoxin Sports Center, Qingdao (CHN)",13 MAY 2024,1169
34,431,13.46,1.2,Andrew POZZI,15 MAY 1992,GBR,4,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1166
35,431,13.46,-0.5,Aurel MANGA,24 JUL 1992,FRA,2,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1169
36,431,13.46,1.9,Enzo DIESSL,06 JUN 2004,AUT,1h1,"Sportzentrum Niederösterreich, St. Pölten (AUT)",17 MAY 2024,1166
37,431,13.46,1.2,Romain LECOEUR,09 AUG 1997,FRA,3h2,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1166
38,431,13.46,-0.6,Connor SCHULMAN,02 JUL 2001,USA,1pr2,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1169
39,431,13.46,0.1,Jayden SMITH,29 MAY 2003,USA,1sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1166
40,431,13.46,-0.3,Elie BACARI,14 OCT 2003,BEL,2f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1167
41,431,13.46,0.2,Ahmad YOUNG,19 MAY 2000,USA,5sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1166
42,431,13.46,-0.4,Samuel BENNETT,,USA,3sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1168
43,431,13.46,0.6,Michael OBASUYI,12 AUG 1999,BEL,6,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1166
44,431,13.46,1.8,Ahmad YOUNG,19 MAY 2000,USA,6h3,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1166
45,431,13.46,1.1,Robert DUNNING,23 JUN 1997,USA,7sf3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1166
46,431,13.46,-0.5,Asier MARTÍNEZ,22 APR 2000,ESP,1sf1,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1169
47,431,13.46,-1.7,Ja'Kobe THARP,30 SEP 2005,USA,3h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1176
48,431,13.46,0.2,Junxi LIU,11 DEC 2003,CHN,1h2,"Atletiekbaan Breda, Breda (NED)",20 JUL 2024,1166
49,431,13.46,0.7,Shunya TAKAYAMA,03 SEP 1994,JPN,4h5,"Stade de France, Paris (FRA)",04 AUG 2024,1166
50,431,13.46,0.2,Asier MARTÍNEZ,22 APR 2000,ESP,21,"Stade de France, Paris (FRA)",06 AUG 2024,1166
51,431,13.46,0.9,Artyom MAKARENKO,23 APR 1997,RUS,1h3,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1166
52,431,13.46,1.0,Cordell TINCH,13 JUL 2000,USA,2,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1166
53,454,13.47,1.2,Paris WILLIAMS,19 AUG 1998,USA,1f1,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",06 APR 2024,1164
54,454,13.47,1.5,Tyler MASON,15 NOV 1995,JAM,1h2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1164
55,454,13.47,2.0,David KING,13 JUN 1994,GBR,1,"Cougar Athletic Stadium, Azusa, CA (USA)",11 MAY 2024,1164
56,454,13.47,1.3,Mark HEIDEN,14 AUG 2002,NED,1h2,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1164
57,454,13.47,0.9,Taiga YOKOCHI,01 OCT 2000,JPN,2,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1164
58,454,13.47,0.8,Omar MCLEOD,25 APR 1994,JAM,1f2,"Campo Scuola Moreno Martini, Lucca (ITA)",19 MAY 2024,1164
59,454,13.47,-0.6,Caleb DEAN,20 JUN 2001,USA,2pr2,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1167
60,454,13.47,0.3,Demaris WATERS,07 JUN 2004,USA,1pr3,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1164
61,454,13.47,-0.4,Roger IRIBARNE,02 JAN 1996,CUB,1,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1166
62,454,13.47,0.0,Romain LECOEUR,09 AUG 1997,FRA,3sf1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1164
63,454,13.47,0.5,Milan TRAJKOVIC,17 MAR 1992,CYP,3sf3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1164
64,454,13.47,-0.2,Odario PHILLIPS,20 APR 1997,JAM,3h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1165
65,454,13.47,0.9,Zhuoyi XU,21 AUG 2003,CHN,2,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1164
66,454,13.47,0.2,Shuhei ISHIKAWA,29 MAY 1995,JPN,6,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1164
67,454,13.47,0.1,Romain LECOEUR,09 AUG 1997,FRA,8h1,"Stade Charléty, Paris (FRA)",07 JUL 2024,1164
68,454,13.47,0.0,Asier MARTÍNEZ,22 APR 2000,ESP,4h2,"Stade de France, Paris (FRA)",04 AUG 2024,1164
69,454,13.47,1.1,Rafael PEREIRA,08 APR 1997,BRA,6h3,"Stade de France, Paris (FRA)",04 AUG 2024,1164
70,454,13.47,-0.1,Tade OJORA,14 OCT 1999,GBR,7sf2,"Stade de France, Paris (FRA)",07 AUG 2024,1164
71,454,13.47,-0.5,Tatsuki ABE,03 AUG 2003,JPN,1,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",18 AUG 2024,1167
72,454,13.47,-1.1,Omar MCLEOD,25 APR 1994,JAM,1,"Ratinan Stadion, Tampere (FIN)",25 AUG 2024,1170
73,474,13.48,1.6,Jamal BRITT,28 DEC 1998,USA,2h3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1162
74,474,13.48,-0.3,Junxi LIU,11 DEC 2003,CHN,7,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1163
75,474,13.48,0.2,Tade OJORA,14 OCT 1999,GBR,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1162
76,474,13.48,-1.0,Jason HOLMES-WILLIAMSON,2004,USA,1,"Elon University’s Irwin Belk Track, Elon, NC (USA)",11 MAY 2024,1168
77,474,13.48,-0.6,Zhuoyi XU,21 AUG 2003,CHN,2,"Guoxin Sports Center, Qingdao (CHN)",14 MAY 2024,1165
78,474,13.48,0.8,Michael OBASUYI,12 AUG 1999,BEL,1h1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1162
79,474,13.48,0.0,Enzo DIESSL,06 JUN 2004,AUT,1f2,"Atatürk Stadyumu, Izmir (TUR)",26 MAY 2024,1162
80,474,13.48,1.3,Shuhei ISHIKAWA,29 MAY 1995,JPN,4f1,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1162
81,474,13.48,-0.5,Artyom MAKARENKO,23 APR 1997,RUS,1,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1165
82,474,13.48,0.5,Craig THORNE,03 JAN 2001,CAN,4,"Foote Field, Edmonton (CAN)",13 JUN 2024,1162
83,474,13.48,1.0,David KING,13 JUN 1994,GBR,1h2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1162
84,474,13.48,-1.1,Erwann CINNA,26 SEP 2003,FRA,2,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1168
85,474,13.48,0.2,Ryota FUJII,29 JUL 1996,JPN,7,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1162
86,474,13.48,-1.7,Dylan BEARD,15 SEP 1998,USA,4h1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1172
87,474,13.48,0.1,Manuel MORDI,15 AUG 2003,GER,4h1,"Stade de France, Paris (FRA)",04 AUG 2024,1162
88,474,13.48,0.3,Wilhem BELOCIAN,22 JUN 1995,FRA,5h4,"Stade de France, Paris (FRA)",04 AUG 2024,1162
89,474,13.48,0.6,Zhuoyi XU,21 AUG 2003,CHN,7sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1162
90,474,13.48,1.1,Lorenzo Ndele SIMONELLI,01 JUN 2002,ITA,8,"Stadion Śląski, Chorzów (POL)",25 AUG 2024,1162
91,492,13.49,1.4,Shunya TAKAYAMA,03 SEP 1994,JPN,2,"Niigatashi Field, Niigata (JPN)",07 APR 2024,1160
92,492,13.49,0.2,De'Vion WILSON,18 MAY 2000,USA,2f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1160
93,492,13.49,1.0,Andrew POZZI,15 MAY 1992,GBR,1h1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1160
94,492,13.49,1.3,Antoine ANDREWS,12 APR 2003,BAH,1f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",26 APR 2024,1160
95,492,13.49,0.2,Mark HEIDEN,14 AUG 2002,NED,1h3,"Vughtse Sports Club Prins Hendrik, Vught (NED)",09 MAY 2024,1160
96,492,13.49,0.4,Connor SCHULMAN,02 JUL 2001,USA,3,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1160
97,492,13.49,0.7,Yohan CHAVERRA,21 MAR 1995,COL,1,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",25 MAY 2024,1160
98,492,13.49,0.6,John CABANG,27 AUG 2001,PHI,1f1,"Helmántico, Salamanca (ESP)",01 JUN 2024,1160
99,492,13.49,1.2,Shunya TAKAYAMA,03 SEP 1994,JPN,1f2,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1160
0,492,13.49,-0.4,Demaris WATERS,07 JUN 2004,USA,4sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1162
1,492,13.49,0.1,Jerome CAMPBELL,20 NOV 2002,JAM,7,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1160
2,492,13.49,-1.5,Martín SÁENZ DE SANTA MARÍA,17 JAN 2001,CHI,1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1169
3,492,13.49,1.4,Rasheem BROWN,22 MAR 2000,CAY,2,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1160
4,492,13.49,1.2,Tim EIKERMANN,15 FEB 2000,GER,1,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1160
5,492,13.49,0.2,John PAREDES,02 OCT 2002,COL,1,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1160
6,492,13.49,0.4,Louis François MENDY,02 MAR 1999,SEN,1,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1160
7,492,13.49,-0.2,Phillip LEMONIOUS,12 DEC 1998,JAM,4h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1161
8,492,13.49,-1.4,Cameron MURRAY,12 DEC 1999,USA,1h2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1168
9,492,13.49,0.7,Elie BACARI,14 OCT 2003,BEL,1f1,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1160
10,492,13.49,0.5,Robert DUNNING,23 JUN 1997,USA,4,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1160
11,492,13.49,-1.2,Cordell TINCH,13 JUL 2000,USA,2,"Centro Gabre Gabric, Brescia (ITA)",08 SEP 2024,1167
12,492,13.49,0.2,Yuanjiang CHEN,27 JAN 2006,CHN,3,"Sports Center, Quzhou (CHN)",16 SEP 2024,1160
13,514,13.5,-0.7,Sasha ZHOYA,25 JUN 2002,FRA,1,"AIS Athletics Track, Canberra (AUS)",02 MAR 2024,1162
14,514,13.5,0.0,Malachi SNOW,,USA,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 MAR 2024,1158
15,514,13.5,0.4,Ahmad YOUNG,19 MAY 2000,USA,4,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1158
16,514,13.5,0.0,Milan TRAJKOVIC,17 MAR 1992,CYP,1,"Tsirio Stadium, Limassol (CYP)",17 MAY 2024,1158
17,514,13.5,-0.6,Louis François MENDY,02 MAR 1999,SEN,2,"National Stadium, Tokyo (JPN)",19 MAY 2024,1161
18,514,13.5,1.7,Romain LECOEUR,09 AUG 1997,FRA,6,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1158
19,514,13.5,1.0,Elmo LAKKA,10 APR 1993,FIN,2,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1158
20,514,13.5,0.6,Orlando ORTEGA,29 JUL 1991,ESP,1,"Heino Lipp Stadium, Jöhvi (EST)",23 MAY 2024,1158
21,514,13.5,1.0,Mark HEIDEN,14 AUG 2002,NED,2h2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1158
22,514,13.5,0.8,Roger IRIBARNE,02 JAN 1996,CUB,4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1158
23,514,13.5,0.6,Daniel CISNEROS,02 JUN 1996,ESP,1,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1158
24,514,13.5,-0.6,Rasheem BROWN,22 MAR 2000,CAY,,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1161
25,514,13.5,-0.1,Jerome CAMPBELL,20 NOV 2002,JAM,2h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1158
26,514,13.5,-0.2,Rafael PEREIRA,08 APR 1997,BRA,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1159
27,514,13.5,-1.4,Darius LUFF,29 JAN 2001,USA,2h2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1166
28,514,13.5,0.3,Manuel MORDI,15 AUG 2003,GER,4,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1158
29,530,13.51,1.0,Eduardo RODRIGUES,08 OCT 1995,BRA,1,"COTP Stadium, São Paulo (BRA)",17 FEB 2024,1156
30,530,13.51,0.5,Weibo QIN,29 DEC 2002,CHN,1h3,"HOC Stadium, Hangzhou (CHN)",13 APR 2024,1156
31,530,13.51,0.9,Connor SCHULMAN,02 JUL 2001,USA,3,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1156
32,530,13.51,0.7,Johnny BRACKINS,29 JUL 2003,USA,1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",28 APR 2024,1156
33,530,13.51,0.3,Rafael PEREIRA,08 APR 1997,BRA,1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",15 MAY 2024,1156
34,530,13.51,1.8,Johnny BRACKINS,29 JUL 2003,USA,3pr5,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1156
35,530,13.51,0.6,Max HRELJA,30 JAN 1998,SWE,2,"Heino Lipp Stadium, Jöhvi (EST)",23 MAY 2024,1156
36,530,13.51,0.6,Job GEERDS,12 JUL 2002,NED,3,"Heino Lipp Stadium, Jöhvi (EST)",23 MAY 2024,1156
37,530,13.51,0.0,Manuel MORDI,15 AUG 2003,GER,1h2,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1156
38,530,13.51,1.3,Ryota FUJII,29 JUL 1996,JPN,5f1,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1156
39,530,13.51,1.3,Ryota MACHI,30 APR 2001,JPN,5f1,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1156
40,530,13.51,0.6,Zhuoyi XU,21 AUG 2003,CHN,1h3,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1156
41,530,13.51,1.6,Erwann CINNA,26 SEP 2003,FRA,1h1,"Stade des Maradas, Cergy-Pontoise (FRA)",09 JUN 2024,1156
42,530,13.51,-1.5,Louis François MENDY,02 MAR 1999,SEN,2,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1165
43,530,13.51,0.8,John PAREDES,02 OCT 2002,COL,5,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1156
44,530,13.51,0.7,Eduardo RODRIGUES,08 OCT 1995,BRA,1h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1156
45,530,13.51,1.4,Craig THORNE,03 JAN 2001,CAN,1,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1156
46,530,13.51,1.5,Gabriel CONSTANTINO,09 FEB 1995,BRA,3,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",28 JUN 2024,1156
47,530,13.51,-0.9,Shusei NOMOTO,25 OCT 1995,JPN,3sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1161
48,530,13.51,0.2,Shenglong ZHU,25 JAN 2000,CHN,2sf1,"Sports Center, Quzhou (CHN)",15 SEP 2024,1156
49,530,13.51,0.2,Guoxing SHI,06 OCT 2000,CHN,2sf1,"Sports Center, Quzhou (CHN)",15 SEP 2024,1156
50,530,13.51,-0.1,Jianhang ZENG,17 SEP 1998,CHN,2sf2,"Sports Center, Quzhou (CHN)",15 SEP 2024,1156
51,530,13.51,-0.1,Junxi LIU,11 DEC 2003,CHN,2sf2,"Sports Center, Quzhou (CHN)",15 SEP 2024,1156
52,530,13.51,0.2,Jianhang ZENG,17 SEP 1998,CHN,4,"Sports Center, Quzhou (CHN)",16 SEP 2024,1156
53,554,13.52,1.7,Ryota MACHI,30 APR 2001,JPN,1h3,"Niigatashi Field, Niigata (JPN)",07 APR 2024,1155
54,554,13.52,1.4,Rafael PEREIRA,08 APR 1997,BRA,1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1155
55,554,13.52,1.0,Rafael PEREIRA,08 APR 1997,BRA,2h1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1155
56,554,13.52,0.6,David KING,13 JUN 1994,GBR,1f4,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",27 APR 2024,1155
57,554,13.52,-0.6,Tatsuki ABE,03 AUG 2003,JPN,2f1,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1158
58,554,13.52,0.7,Phillip LEMONIOUS,12 DEC 1998,JAM,1f2,"John McDonnell Field, Fayetteville, AR (USA)",03 MAY 2024,1155
59,554,13.52,1.5,Ja'qualon SCOTT,02 AUG 2001,USA,2h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1155
60,554,13.52,-1.8,Johnny BRACKINS,29 JUL 2003,USA,1,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1165
61,554,13.52,0.1,Samuel BENNETT,,USA,2sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1155
62,554,13.52,1.8,Eli MORRIS,17 NOV 2000,USA,6h1,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1155
63,554,13.52,-0.4,Louis François MENDY,02 MAR 1999,SEN,2,"Stadion Juliska, Praha (CZE)",03 JUN 2024,1157
64,554,13.52,0.2,Darius BROWN,30 NOV 2002,USA,6sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1155
65,554,13.52,0.5,Artyom MAKARENKO,23 APR 1997,RUS,1h2,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1155
66,554,13.52,-0.8,Tyler MASON,15 NOV 1995,JAM,4,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1159
67,554,13.52,-0.6,Rafael PEREIRA,08 APR 1997,BRA,1f2,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1158
68,554,13.52,-0.6,Daniel CISNEROS,02 JUN 1996,ESP,2f2,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1158
69,554,13.52,0.6,Shusei NOMOTO,25 OCT 1995,JPN,1h1,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1155
70,554,13.52,0.6,Ryota MACHI,30 APR 2001,JPN,1h1,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1155
71,554,13.52,0.0,Ken TOYODA,15 OCT 2002,JPN,1h4,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1155
72,554,13.52,-0.8,Erwann CINNA,26 SEP 2003,FRA,1h3,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1159
